nombre_grado,centros
Ingeniería de Sonido e Imagen,"Universidad Carlos III de Madrid (Pública) (español o bilingüe ) Escuela Politécnica Superior Campus Leganés Avda. de la Universidad, 30 28911 Leganés (Madrid) Tel.: 91 624 60 00 www.uc3m.es futurosestudiantes@uc3m.es Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería de Sistemas de Telecomunicación Campus Sur C/ Nikola Tesla, s/n 28031 Madrid Tels.: 91 067 32 24 / 45 / 46 / 48 / 49 www.etsist.upm.es secrealumnos.etsist@upm.es"
Ingeniería de Tecnologías y Servicios de Telecomunicación,"de Grado en Ingeniería en Tecnologías de Telecomunicación Universidad de Alcalá (Pública) Escuela Politécnica Superior Campus CientíficoTecnológico Ctra. de Barcelona, Km. 33,600 28871 Alcalá de Henares (Madrid) Tels.: 91 885 65 18 / 19 www.uah.es/escuelapolitecnica secalum.politecnica@uah.es Universidad Carlos III de Madrid (Pública) (español o bilingüe) Escuela Politécnica Superior Campus Leganés Avda. de la Universidad, 30 28911 Leganés (Madrid) Tel.: 91 624 60 00 www.uc3m.es futurosestudiantes@uc3m.es Universidad Pontificia Comillas (Privada) Escuela Técnica Superior de Ingeniería (ICAI) C/ Alberto Aguilera, 25 28015 Madrid Tel.: 91 542 28 00 www.comillas.edu grado@comillas.eduUniversidad Rey Juan Carlos (Pública) Escuela de Ingeniería de Fuenlabrada Campus Fuenlabrada Camino del Molino, 5 28942 Fuenlabrada (Madrid) Tel.: 91 488 72 21 www.urjc.es etsit.sec.academica@urjc.es etsit.director@urjc.es 13 Direcciones de los centros donde se imparte la de Grado en Ingeniería en Tecnologías y Servicios de Telecomunicación Universidad Autónoma de Madrid (Pública) Escuela Politécnica Superior Campus de Cantoblanco C/ Francisco Tomás y Valiente, 11 28049 Madrid Tels.: 91 497 22 23 / 26 www.uam.es informacion.eps@uam.es Universidad a Distancia de Madrid UDIMA (Privada) Escuela de Ciencias Técnicas e Ingeniería Ctra. de la Coruña, Km. 38,500 Vía de servicio A6, 15 28400 Collado Villalba (Madrid) Tels.: 91 189 69 99 / 91 856 16 99 / 902 02 00 03 www.udima.es informa@udima.esUniversidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingenieros de Telecomunicación Campus de Ciudad Universitaria Avda. Complutense, 30 28040 Madrid Tels.: 91 067 19 00 / 21 73 www.etsit.upm.es informacion.academica@upm.es secretaria.alumnos@etsit.upm.es"
Ingeniería Telemática,"Universidad de Alcalá (Pública) Escuela Politécnica Superior Campus Científico Tecnológico Ctra. de Barcelona, Km. 33,600 28871 Alcalá de Henares (Madrid) Tels.: 91 885 65 18 / 19 / 69 71 www.uah.es/escuelapolitecnica secalum.politecnica@uah.es Universidad Carlos III de Madrid (Pública) (español o bilingüe) Escuela Politécnica Superior Campus Leganés Avda. de la Universidad, 30 28911 Leganés (Madrid) Tel.: 91 624 60 00 www.uc3m.es futurosestudiantes@uc3m.esUniversidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería de Sistemas de Telecomunicación Campus Sur C/ Nikola Tesla, s/n Ctra. de Valencia, Km. 7 28031 Madrid Tels.: 91 067 32 24 / 45 / 46 / 48 / 49 www.etsist.upm.es secrealumnos.etsist@upm.es Universidad Rey Juan Carlos (Pública) Escuela de Ingeniería de Fuenlabrada Campus Fuenlabrada Camino del Molino, 5 28942 Fuenlabrada (Madrid) Tel.: 91 488 72 21 www.urjc.es etsit.sec.academica@urjc.es etsit.director@urjc.es"
Ingeniería y Sistemas de Datos,"Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingenieros de Telecomunicación Campus Moncloa Avda. Complutense, nº 30 28040 Madrid Tel.: 91 067 19 00 www.etsit.upm.es informacion.academica@upm.es ETS Ingeniería y Sistemas de Telecomunicación Campus Sur UPM C/ Nikola Tesla s/n 28031 Madrid Tel.: 91 067 32 00 www.etsit.upm.es informacion.academica@upm.es"
Ingeniería de Computadores,"Universidad de Alcalá (Pública) Escuela Politécnica Superior Campus CientíficoTecnológico Ctra. de Barcelona, Km. 33,600 28871 Alcalá de Henares (Madrid) Tels.: 91 885 65 18 / 19 / 69 71 secalum.politecnica@uah.esUniversidad Complutense de Madrid (Pública) Facultad de Informática C/ Profesor José García Santesmases, 9 Ciudad Universitaria 28040 Madrid Tels.: 91 394 75 02 / 04 / 05 / 10 www.ucm.es salfdi@ucm.es Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería de Sistemas Informáticos Campus Sur C/ Alan Turing, s/n Ctra. de Valencia, km 7 28031 Madrid Tels.: 91 067 35 24 / 36 84 / 36 85 / 36 86 / 36 87 www.etsist.upm.es negociado.alumnos.etsisi@upm.es Universidad Rey Juan Carlos (Pública) Escuela Técnica Superior de Ingeniería Informática Campus de Móstoles C/ Tulipán, s/n 28933 Móstoles (Madrid) Tels.: 91 488 70 26 / 91 664 74 35 www.urjc.es mostoles.secretariadealumnos@urjc.es"
Ingeniería Informática,"Universidad de Alcalá (Pública) Escuela Politécnica Superior Campus CientíficoTecnológico Ctra. de Barcelona, Km. 33,600 28871 Alcalá de Henares (Madrid) Tels.: 91 885 65 18 / 19 www.etsii.uah.es secalum.politecnica@uah.es Universidad Alfonso X El Sabio (Privada) Escuela Politécnica Superior Campus de Villanueva de la Cañada Avda. de la Universidad,1 28691 Villanueva de la Cañada (Madrid) Tel.: 91 810 92 00 www.uax.es info@uax.es Universidad Autónoma de Madrid (Pública) (también bilingüe) Escuela Politécnica Superior Campus de Cantoblanco C/ Francisco Tomás y Valiente, 11 28049 Madrid Tels.: 91 497 22 23 / 26 www.uam.es informacion.eps@uam.esUniversidad Antonio de Nebrija (Privada) Escuela Politécnica Superior Campus MadridPrincesa C/ Serrano Jover, 2 28015 Madrid Tel.: 91 452 11 03 www.nebrija.com informa@nebrija.es Universidad Camilo José Cela (Privada) Facultad de Tecnología y Ciencia C/ Almagro, 5 28010 Madrid Tel.: 91 815 31 31 www.ucjc.edu info@ucjc.edu Universidad Carlos III de Madrid (Pública) (español o bilingüe) Escuela Politécnica Superior Campus Leganés Avda. de la Universidad, 30 28911 Leganés (Madrid) Tel.: 91 624 60 00 www.uc3m.es futurosestudiantes@uc3m.es Escuela Politécnica Superior Campus de Colmenarejo Avda. Gregorio PecesBarba Martínez, 22 28270 Colmenarejo (Madrid) Tel.: 91 624 60 00 www.uc3m.es futurosestudiantes@uc3m.es 5 Universidad Complutense de Madrid (Pública) Facultad de Informática Campus de Moncloa C/ Profesor José García Santesmases, 9 Ciudad Universitaria 28040 Madrid Tels.: 91 394 75 02 / 04 / 05 / 10 www.ucm.es salfdi@ucm.es Universidad Europea de Madrid (Privada) Escuela de Arquitectura, Ingeniería y Diseño Campus de Villaviciosa de Odón C/ Tajo, s/n. Edificio C Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid) Tel.: 91 740 72 72 www.universidadeuropea.es/madrid ads@universidadeuropea.es Universidad Francisco de Vitoria (Privada) Escuela Politécnica Superior Ctra. de Pozuelo a Majadahonda, Km. 1,800 28223 Pozuelo de Alarcón (Madrid) Tels.: 91 351 03 03 / 91 709 14 00 www.ufv.es info@ufv.es Universidad a Distancia de Madrid UDIMA (Privada) Escuela de Ciencias Técnicas e Ingeniería Ctra. de la Coruña, Km. 38,500 Vía de servicio A6, 15 28400 Collado Villalba (Madrid) Tels.: 91 189 69 99 / 91 856 16 99 / 902 02 00 03 www.udima.es informa@udima.esUniversidad Nacional de Educación a Distancia UNED (Pública) Escuela Técnica Superior de Ingenieros Informáticos Campus Ciudad Universitaria C/ Juan del Rosal, 16 28040 Madrid Tels.: 91 398 73 02 / 73 13 / 73 17 / 88 55 www.uned.es alumnosinformamtica@adm.uned.es Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería de Sistemas Informaticos Campus Sur C/ Alan Turing, s/n Ctra. de Valencia, km 7 28031 Madrid Tels.: 91 067 35 24 / 36 84 / 36 85 / 36 86 / 36 87 www.etsist.upm.es negociado.alumnos.etsisi@upm.es Universidad Rey Juan Carlos (Pública) Escuela Técnica Superior de Ingeniería Informática Campus de Móstoles C/ Tulipán, s/n 28933 Móstoles (Madrid) Tels.: 91 488 70 26 / 91 664 74 35 www.urjc.es mostoles.secretariadealumnos@urjc.es Escuela Técnica Superior de Ingeniería Informática Campus de MadridVicálvaro Paseo Artilleros, s/n 28032 Madrid Tels.: 91 488 79 27 / 28 www.urjc.es madrid.secretariaalumnos@urjc.es 6 CUNEF Universidad (Privada) Escuela Politécnica Superior C/ Pirineos,55 28040 Madrid Tel.: 91 444 5161 www.cunef.edu info@cunef.edu Universidad Internacional de la Empresa UNIE Campus Arapiles Facultad de CC. Sociales Aplicadas y de la Comunicación C/ Arapiles, 14. 28015 Madrid Tel.: 91 903 22 01 www.universidadunie.com admisiones.grado@universidadunie.com Campus Tres Cantos Avda. de España, 4 28760 Tres Cantos (Madrid) Tel.: 91 903 22 01 www.universidadunie.com admisiones.grado@universidadunie.com"
Ingeniería Informática Biomédica,"Universidad Camilo José Cela (Privada) Campus Castellana Facultad de Tecnología y Ciencia C/ Almagro, 5 28010 Madrid Tel.: 91 815 31 31 www.ucjc.edu info@ucjc.edu"
Ingeniería de Sistemas de Información,"de Grado en Sistemas de Información Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería de Sistemas Informáticos Campus Sur C/ Alan Turing, s/n Ctra. de Valencia, km 7 28031 Madrid Tels.: 91 067 35 24 / 36 84 / 36 85 / 36 86 / 36 87 www.etsist.upm.es negociado.alumnos.etsisi@upm.esDirecciones de los centros donde se imparte la de Grado en Ingeniería de Sistemas de Información Universidad de Alcalá (Pública) Escuela Politécnica Superior Campus Científico Tecnológico Ctra. de Barcelona, Km. 33,600 28871 Alcalá de Henares (Madrid) Tels.: 91 885 65 18 / 19 www.etsii.uah.es secalum.politecnica@uah.es Universidad CEU San Pablo (Privada) (en inglés) Escuela Politécnica Superior Campus Montepríncipe Urb. Montepríncipe 28925 Alcorcón (Madrid) Tels.: 91 372 40 35 / 36 / 37 www.uspceu.com info.usp@ceu.es"
Tecnologías para la Sociedad de la Información,"de Grado en Tecnologías de Información Universidad Nacional de Educación a Distancia UNED (Pública) Escuela Técnica Superior de Ingenieros Informáticos Campus Ciudad Universitaria C/ Juan del Rosal, 16 28040 Madrid Tels.: 91 398 73 02 / 73 13 / 73 17 / 88 55 www.uned.es alumnosinformatica@adm.uned.esDirecciones de los centros donde se imparte la de Grado en Tecnologías para la Sociedad de la Información Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería de Sistemas Informáticos Campus Sur C/ Alan Turing, s/n Ctra. de Valencia, km 7 28031 Madrid Tels.: 91 067 35 24 / 36 84 / 36 85 / 36 86 / 36 87 www.etsist.upm.es negociado.alumnos.etsisi@upm.es"
Ingeniería del Software,"Universidad Complutense de Madrid (Pública) Facultad de Informática Campus de Moncloa C/ Profesor José García Santesmases, 9 Ciudad Universitaria 28040 Madrid Tels.: 91 394 75 02 / 04 / 05 / 10 www.ucm.es salfdi@ucm.es Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingeniería de Sistemas Informáticos Campus Sur C/ Alan Turing, s/n Ctra. de Valencia, km 7 28031 Madrid Tels.: 91 067 35 24 / 36 84 / 36 85 / 36 86 / 36 87 www.etsist.upm.es negociado.alumnos.etsisi@upm.esUniversidad Rey Juan Carlos (Pública) Escuela Superior de Ingeniería Informática Campus de Móstoles C/ Tulipán, s/n 28933 Móstoles (Madrid) Tel.: 91 665 50 60 www.urjc.es mostoles.secretariadealumnos@urjc.es Centro Universitario de Tecnología y Arte Digital (UTad) (Adscrito de titularidad privada a la Universidad Camilo José Cela) Complejo Europa Empresarial C/ Playa de Liencres, 2 Edificio Madrid 28230 Las Rozas (Madrid) Tel.: 902 50 49 48 www.utad.com info@utad.com"
Ingeniería de la Ciberseguridad,"Universidad Europea de Madrid (Privada) Escuela de Arquitectura, Ingeniería y Diseño Campus de Villaviciosa de Odón C/ Tajo, s/n. Edificio C Urbanización El Bosque 28670 Villaviciosa de Odón (Madrid) Tel.: 91 740 72 72 www.universidadeuropea.es/madrid ads@universidadeuropea.es Universidad Rey Juan Carlos (Pública) Escuela Técnica Superior de Ingeniería Informática Campus de Móstoles C/ Tulipán, s/n 28933 Móstoles (Madrid) Tels.: 91 488 70 26 / 91 664 74 35 www.urjc.es mostoles.secretariadealumnos@urjc.es"
Matemáticas e Informática,Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingenieros Informáticos Campus de Montegancedo 28660 Boadilla del Monte (Madrid) Tels.: 91 067 27 24 / 28 10 / 28 14 / 18 15 www.etsist.upm.es secretaria@fi.upm.es
Ingeniería en Tecnologías para Animación y Videojuegos,Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingenieros Informáticos Campus de Montegancedo 28660 Boadilla del Monte (Madrid) Tels.: 91 067 27 24 / 28 10 / 28 14 / 18 15 www.etsist.upm.es secretaria@fi.upm.es
Diseño y Desarrollo de Videojuegos,"de Grado en Desarrollo de Videojuegos Universidad Complutense de Madrid (Pública) Facultad de Informática Campus Moncloa C/ Profesor José García Santesmases, 9 Ciudad Universitaria 28040 Madrid Tels.: 91 394 75 02 / 04 / 5 / 10 www.ucm.es salfdi@ucm.esDirecciones de los centros donde se imparte la de Grado en Diseño y Desarrollo de Videojuegos Universidad Rey Juan Carlos (Pública) Escuela Técnica Superior de Ingeniería Informática Campus de Móstoles C/ Tulipán, s/n 28933 Móstoles (Madrid) Tels.: 91 488 70 26 / 91 664 74 35 www.urjc.es mostoles.secretariadealumnos@urjc.es Escuela Superior de Ingeniería Informática Campus de MadridVicálvaro Paseo Artilleros, s/n 28032 Madrid Tels.: 91 488 79 27 / 28 www.urjc.es madrid.secretariaalumnos@urjc.es"
Ingeniería y Sistemas de Datos / Ingeniería de Datos e Inteligencia Artificial,"de Grado en Ciencia e Ingeniería de Datos Universidad CEU San Pablo (Privada) Escuela Politécnica Superior Campus Montepríncipe Urb. Montepríncipe 28925 Alcorcón (Madrid) Tels.: 91 372 40 35 / 36 / 37 www.uspceu.com info.usp@ceu.es Universidad Carlos III de Madrid (Pública) (en inglés) Escuela Politécnica Superior Campus Leganés Avda. de la Universidad, 30 28911 Leganés (Madrid) Tel.: 91 624 60 00 www.uc3m.es futurosestudiantes@uc3m.es Universidad Rey Juan Carlos (Pública) Escuela Técnica Superior de Ingeniería de Telecomunicación Campus Fuenlabrada Camino del Molino, 5 28942 Fuenlabrada (Madrid) Tel.: 91 488 72 21 www.urjc.es etsit.sec.academica@urjc.es etsit.director@urjc.esDirecciones de los centros donde se imparte la de Grado en Ingeniería y Sistemas de Datos Universidad Politécnica de Madrid (Pública) Escuela Técnica Superior de Ingenieros de Telecomunicación Campus Ciudad Universitaria Avda. Complutense, 30 28040 Madrid Tel.: 91 067 19 00 www.etsit.upm.es Escuela Técnica Superior de Ingeniería y Sistemas de Telecomunicación Campus Sur C/ Nikola Tesla, s/n 28031 Madrid Tels.: 91 067 32 24 / 45 / 46 / 48 / 49 www.etsist.upm.es secrealumnos.etsist@upm.es 24 25 26 Direcciones de los centros donde se imparte la de Grado en Ingeniería de Datos e Inteligencia artificial Universidad Autónoma de Madrid (Pública) Escuela Politécnica Superior Campus de Cantoblanco C/ Francisco Tomás y Valiente, 11 28049 Madrid Tels.: 91 497 22 23 / 26 www.uam.es informacion.eps@uam.es Universidad Complutense de Madrid (Pública) Facultad de Informática Campus Moncloa C/ Profesor José García Santesmases, 9 Ciudad Universitaria 28040 Madrid Tels.: 91 394 75 02 / 04 / 5 / 10 www.ucm.es salfdi@ucm.es"
Ciencia de Datos e Inteligencia Artificial,"en Ciencia de Datos e Inteligencia Artificial Universidad Politécnica de Madrid (Pública) ETS de Ingenieros Informáticos Campus de Excelencia Internacional i2Tech de Montegancedo 28223 Pozuelo de Alarcón (Madrid) Tel.: 91 067 27 12 futuroalumno@etsiinf.upm.es Escuela Técnica Superior de Ingeniería de Sistemas Informáticos Campus Sur C/ Alan Turing, s/n Ctra. de Valencia km. 7 Tels.: 91 067 35 24 / 36 84 / 36 85 / 36 86 / 36 87 www.fi.upm.es/web/futuroalumno/gcdia negociado.alumnos.etsisi@upm.es"
Inteligencia Artificial / Computación e Inteligencia Artificial,"de Grado en Inteligencia Artificial Universidad Rey Juan Carlos (Pública) Escuela Técnica Superior de Ingeniería Informática Campus de Móstoles C/ Tulipán, s/n 28933 Móstoles (Madrid) Tels.: 91 488 70 26 / 91 664 74 35 www.urjc.es mostoles.secretariadealumnos@urjc.esDirecciones de los Centros donde se imparte la de Grado en Computación e Inteligencia Artificial Centro de Estudios Superiores Instituto de Empresa. Centro priva do adscrito a IE University (Privada) (en inglés) Paseo de la Castellana, 259 E 28046 Madrid Tel.: 91 568 96 20 www.ie.edu university@ie.edu Universidad Alfonso X El Sabio (Privada) Escuela Politécnica Superior Campus de Villanueva de la Cañada Avda. de la Universidad, 1 28691 Villanueva de la Cañada (Madrid) Tel.: 91 810 92 00 www.uax.es info@uax.es"
Ingeniería Robótica Sotware,"titu lación Grado en Ingeniería Robótica Universidad Carlos III de Madrid (Pública) (en inglés) Escuela Politécnica Superior Campus Leganés Avda. de la Universidad, 30 28911 Leganés (Madrid) Tel.: 91 624 60 00 www.uc3m.es futurosestudiantes@uc3m.es Direcciones de los centros donde se imparte la Grado en Ingeniería Robótica Sotware Universidad Rey Juan Carlos (Pública) Escuela Técnica Superior de Ingeniería de Telecomunicación Campus Fuenlabrada Camino del Molino, 5 28942 Fuenlabrada (Madrid) Tel.: 91 488 72 21 www.urjc.es etsit.sec.academica@urjc.es etsit.director@urjc.es"
Ingeniería Robótica e Inteligencia artificial,"Universidad Camilo José Cela (Privada) Campus Castellana Facultad de Tecnología y Ciencia C/ Almagro, 5 28010 Madrid Tel.: 91 815 31 31 www.ucjc.edu info@ucjc.edu"
